Region_ID,State,Mountain_Range,Nearby_River,Wildlife_Sanctuary,Restriction_Type,Dominant_Trees,Key_Animals,Minerals_Present,Elevation_m,Slope_deg,NDVI,Forest_Cover_Percent,Distance_to_River_km,Protected_Area,Existing_Mining,Mining_Allowed,Deforestation_Risk,Water_Pollution_Risk,Air_Pollution_Risk,Annual_Rainfall_mm,Seasonal_Rainfall_Variability,Avg_Temperature_C,Max_Temperature_C,Min_Temperature_C,Seismic_Zone,Population_Density_per_km2,Land_Use_Type,Mining_Employment_Dependency_%,Past_Mining_Accidents,Previous_Hazard_Report,Distance_to_Road_km,Distance_to_Rail_km,Distance_to_Town_km,Road_Connectivity,Rail_Connectivity
R83,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",735,18,0.34,58,3.3,1,1,No,High,High,Low,3263,0.42,16,21,11,III,1456,Forest,50,5,High,20,57.6,109.7,Good,None
R84,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",691,28,0.76,84,3.5,1,1,No,Very High,Medium,High,1643,0.66,18,26,13,III,1004,Forest,33,0,High,1.1,25.7,30.1,Good,Low
R85,Madhya Pradesh,Satpura Range,Narmada,Pachmarhi Wildlife Sanctuary,Biosphere Reserve,"Teak, Sal","Gaur, Leopard","Manganese, Copper",148,12,0.5,70,3.1,1,0,Yes,Medium,High,Low,2040,1.17,24,34,21,II,596,Agriculture,21,0,Medium,11.8,59,88.9,Moderate,None
R86,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",429,7,0.33,51,1.5,1,0,Yes,Low,Low,Low,499,0.61,24,28,21,III,666,Forest,22,3,Medium,11.5,56.8,26.9,Good,Low
R87,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",817,26,0.83,56,6.5,1,1,No,High,High,Medium,3176,0.89,32,40,29,II,1372,Mixed,35,0,High,9.6,44,19.4,Good,None
R88,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",867,16,0.87,33,1.5,1,1,Yes,Medium,Low,High,1640,0.8,21,27,17,V,976,Forest,30,1,Medium,1.4,25.3,118,Moderate,Medium
R89,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",616,9,0.61,33,5.6,1,0,Yes,Medium,High,High,439,0.84,17,24,10,III,480,Forest,19,2,Medium,15.1,2.5,67.8,Good,High
R90,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",335,9,0.69,51,1.2,1,0,Yes,Very High,High,Low,3267,0.59,34,42,30,IV,392,Agriculture,16,0,Very High,19.8,29.9,114.9,Poor,Low
R91,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",898,15,0.87,57,5.3,1,0,Yes,High,Low,Medium,2869,0.61,30,37,25,II,151,Mixed,24,0,Medium,13.9,35.3,72.8,Good,Medium
R92,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",289,27,0.78,73,6.3,1,0,No,Medium,Medium,High,1079,0.88,15,19,9,V,570,Mixed,25,0,Low,16.7,45.9,48.3,Moderate,Low
R93,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",360,21,0.39,17,5.9,1,1,Yes,High,Medium,Low,3348,1.09,27,37,24,III,104,Forest,70,2,Medium,3,33.1,92,Moderate,Medium
R94,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",311,27,0.26,60,2.2,1,0,No,Medium,High,Medium,352,0.46,19,26,16,V,794,Agriculture,24,0,High,13.7,34.2,4.3,Moderate,Low
R95,Madhya Pradesh,Satpura Range,Narmada,Pachmarhi Wildlife Sanctuary,Biosphere Reserve,"Teak, Sal","Gaur, Leopard","Manganese, Copper",370,5,0.36,30,5.5,1,0,Yes,Low,High,High,1384,0.81,33,40,25,IV,1040,Mixed,6,4,Low,13.2,27.9,136.7,Moderate,High
R96,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",616,11,0.8,81,5,1,1,Yes,Medium,Low,High,2145,1.49,34,43,26,IV,1211,Agriculture,51,4,Very High,7.9,38.6,46.6,Excellent,None
R97,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",837,23,0.32,36,1.2,1,1,Yes,Medium,Low,Low,682,1.49,21,24,16,II,1133,Urban,39,2,High,12.7,8.7,112.5,Good,Medium
R98,Madhya Pradesh,Satpura Range,Narmada,Pachmarhi Wildlife Sanctuary,Biosphere Reserve,"Teak, Sal","Gaur, Leopard","Manganese, Copper",597,22,0.4,48,2.5,1,1,Yes,Medium,Medium,High,2967,1.43,32,39,25,II,1220,Mixed,34,1,Medium,3.2,49.5,24.9,Excellent,Low
R99,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",237,5,0.84,23,4.1,1,1,Yes,High,High,Low,2336,0.75,26,34,20,II,74,Forest,56,3,Low,17.3,39.5,77.1,Poor,Low
R100,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",178,23,0.79,62,3.7,1,1,No,Medium,Medium,High,1432,1.36,18,26,15,II,299,Mixed,68,1,Low,3.7,39.3,147.1,Good,Low
R101,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",784,24,0.37,57,5.8,1,0,No,High,Low,Low,1111,0.48,16,25,10,III,637,Forest,17,0,High,13.2,40.4,14.1,Good,None
R102,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",639,24,0.55,63,2,1,1,No,High,High,Medium,907,0.95,19,29,15,V,317,Mixed,66,0,Medium,15,36.4,6.3,Poor,None
R103,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",813,26,0.26,65,0.9,1,0,No,Very High,Medium,Low,2422,1.48,21,24,17,II,379,Agriculture,12,0,High,15.3,37.9,98.8,Moderate,Low
R104,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",422,14,0.62,19,0.7,1,1,Yes,Very High,Medium,High,3286,0.61,20,29,12,III,960,Mixed,31,0,Medium,2.5,48,47.5,Good,Low
R105,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",153,9,0.7,44,0.3,1,1,Yes,Very High,Low,Low,1542,1.2,33,39,25,II,977,Forest,56,2,High,14.7,31.9,95.9,Moderate,High
R106,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",172,28,0.78,21,2,1,1,Yes,Medium,Medium,Low,2794,1.44,25,32,20,V,292,Agriculture,62,2,Medium,13.4,46.3,36.2,Good,None
R107,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",468,23,0.78,23,4.2,1,1,Yes,Medium,Medium,Low,1339,0.93,34,40,31,V,641,Forest,40,2,Medium,5.6,10,12.1,Moderate,Low
R108,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",746,8,0.56,53,1.2,1,0,Yes,Medium,High,High,436,1.3,28,36,25,II,908,Forest,24,0,Low,12.8,46.7,17.6,Moderate,Low
R109,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",288,6,0.26,16,1.6,1,0,Yes,Very High,Medium,Low,991,0.28,18,22,12,II,1475,Agriculture,24,1,Medium,1.4,49.4,11.7,Moderate,None
R110,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",712,17,0.42,41,3.8,1,1,Yes,Medium,Low,High,1584,1.42,17,27,11,II,1289,Agriculture,57,3,Medium,15,13.2,136.3,Good,Low
R111,Madhya Pradesh,Satpura Range,Narmada,Pachmarhi Wildlife Sanctuary,Biosphere Reserve,"Teak, Sal","Gaur, Leopard","Manganese, Copper",817,7,0.46,69,4.3,1,1,Yes,Low,High,Medium,1475,1.1,15,22,9,V,1222,Urban,33,1,Medium,12.9,3,63.2,Good,Medium
R112,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",571,22,0.8,16,5.8,1,1,Yes,Very High,Medium,Medium,2829,0.71,30,40,25,II,982,Forest,61,3,Low,8.3,14.2,131.5,Poor,Low
R113,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",151,21,0.44,35,1,1,1,Yes,Very High,Medium,Low,824,0.82,35,38,32,III,1365,Agriculture,45,5,Low,14.5,8.8,68.6,Good,Medium
R114,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",188,15,0.34,63,3.4,1,0,Yes,Very High,Low,Medium,725,0.58,23,32,18,IV,277,Forest,22,0,Medium,7,22.3,44.4,Moderate,Low
R115,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",442,26,0.4,47,5.8,1,0,Yes,High,High,High,2497,0.96,34,42,26,IV,75,Agriculture,5,0,Low,17.5,47.9,118.3,Moderate,Low
R116,Madhya Pradesh,Satpura Range,Narmada,Pachmarhi Wildlife Sanctuary,Biosphere Reserve,"Teak, Sal","Gaur, Leopard","Manganese, Copper",656,13,0.58,66,6.4,1,1,Yes,Very High,Medium,Low,1904,1.43,15,19,11,IV,305,Forest,52,0,Low,2.4,41.9,122.6,Moderate,Low
R117,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",349,5,0.82,37,4.4,1,0,Yes,Very High,High,Low,1480,0.35,15,25,7,II,482,Agriculture,16,3,Medium,1.8,34.2,53.4,Moderate,None
R118,Madhya Pradesh,Satpura Range,Narmada,Pachmarhi Wildlife Sanctuary,Biosphere Reserve,"Teak, Sal","Gaur, Leopard","Manganese, Copper",139,9,0.7,59,5.8,1,0,Yes,Low,Low,Low,3293,1,26,35,18,II,376,Forest,10,2,High,1.1,6.9,111.5,Moderate,None
R119,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",592,16,0.65,34,4.5,1,0,Yes,High,High,Medium,598,1.43,16,23,11,II,135,Agriculture,11,1,High,17.7,30.3,107.5,Moderate,Low
R120,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",867,12,0.25,80,1.3,1,1,Yes,Low,Medium,High,3398,0.87,18,28,10,II,278,Agriculture,67,0,High,5.4,12.4,64.9,Poor,None
R121,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",436,20,0.86,15,4.9,1,1,Yes,Low,Low,High,3122,1.4,29,32,23,IV,1242,Forest,51,3,Low,0.7,44.3,102.8,Poor,Medium
R122,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",283,14,0.58,82,1.5,1,1,Yes,Medium,Low,High,1030,0.73,34,41,31,V,505,Agriculture,57,1,Medium,1.1,42.2,55.8,Excellent,None
R123,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",611,11,0.71,21,2.1,1,1,Yes,Medium,Medium,Medium,916,0.81,23,30,20,II,1344,Agriculture,31,0,High,1.6,57.8,19.6,Moderate,None
R124,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",236,13,0.86,15,2.4,1,0,Yes,Medium,Low,Medium,2356,1.5,19,29,14,IV,803,Mixed,9,0,Medium,0.3,29.9,78.4,Good,High
R125,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",424,4,0.4,49,3.4,1,1,Yes,High,Medium,High,591,0.66,29,38,23,III,1113,Urban,43,4,Low,18.7,32.3,3.1,Good,Medium
R126,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",295,25,0.32,81,3.1,1,0,No,Medium,Low,High,1219,1.23,15,22,7,III,55,Agriculture,10,2,High,1.3,2.6,135.3,Good,Low
R127,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",500,27,0.49,62,5.5,1,1,No,Medium,High,Medium,2597,0.81,19,24,14,II,1047,Urban,65,0,Medium,6.3,31.1,59.6,Good,None
R128,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",538,5,0.6,48,6.2,1,0,Yes,Medium,Low,High,2691,0.62,23,26,17,III,738,Mixed,16,2,Low,3.3,14.5,62.8,Good,None
R129,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",786,22,0.32,74,4.1,1,0,No,High,Medium,Low,961,0.84,20,30,12,II,1318,Mixed,5,0,Low,15.2,11.3,90.4,Good,Medium
R130,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",622,9,0.43,84,1.5,1,1,Yes,Low,Medium,Medium,3163,0.7,19,29,16,II,1497,Mixed,54,0,Low,12.1,38.2,45.6,Good,Low
R131,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",860,11,0.54,28,1,1,1,Yes,Medium,Medium,High,515,0.42,25,29,17,II,98,Forest,46,1,Low,3.5,53.7,41.4,Poor,Low
R132,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",827,5,0.46,62,6.3,1,0,Yes,Low,High,Medium,2578,0.8,16,25,8,III,1271,Forest,6,2,Low,9.8,17.9,65.9,Moderate,Medium
R133,Madhya Pradesh,Satpura Range,Narmada,Pachmarhi Wildlife Sanctuary,Biosphere Reserve,"Teak, Sal","Gaur, Leopard","Manganese, Copper",381,11,0.61,82,0.7,1,0,Yes,High,High,High,1301,0.93,33,36,26,III,1480,Urban,12,1,Medium,6.6,3,139,Moderate,Medium
R134,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",481,4,0.63,52,5.6,1,1,Yes,Medium,Medium,Medium,1174,0.96,18,22,11,III,640,Agriculture,36,4,Very High,15.1,1.7,70.9,Moderate,None
R135,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",867,14,0.29,18,3.2,1,0,Yes,Low,Low,Low,2270,1.45,15,23,10,II,178,Forest,14,0,Medium,8.1,1.2,86,Moderate,Low
R136,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",171,4,0.67,83,3.5,1,1,Yes,Very High,Medium,Low,1441,1.12,18,25,11,III,1325,Forest,39,3,Low,12.1,35,34.1,Moderate,Low
R137,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",268,26,0.87,15,4,1,1,Yes,High,High,Medium,2181,0.35,17,23,14,III,632,Agriculture,40,1,Medium,4.7,9.6,147.9,Poor,None
R138,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",720,28,0.31,85,5,1,0,No,High,Low,Medium,414,0.57,31,38,25,III,645,Urban,22,0,Medium,18.6,46.2,9.2,Poor,Medium
R139,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",291,6,0.79,36,5.6,1,0,Yes,Very High,High,Low,2455,1.09,18,21,14,III,1245,Mixed,21,2,Medium,3.1,20.3,22.6,Moderate,Low
R140,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",343,12,0.43,56,5.3,1,1,Yes,Medium,Low,Low,3272,1.38,20,29,13,II,240,Forest,64,2,Low,15.9,1.4,104.3,Good,None
R141,Madhya Pradesh,Satpura Range,Narmada,Pachmarhi Wildlife Sanctuary,Biosphere Reserve,"Teak, Sal","Gaur, Leopard","Manganese, Copper",126,16,0.69,28,3.3,1,1,Yes,Medium,Low,Low,1796,1.01,27,33,21,II,459,Urban,30,1,High,1.3,30,10.7,Good,Low
R142,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",462,19,0.72,26,3.8,1,0,Yes,Low,Medium,Medium,2270,1.29,18,26,15,II,301,Forest,8,1,High,19.7,11.8,91.8,Poor,None
R143,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",780,27,0.72,56,6.3,1,1,No,Low,High,Medium,1260,0.69,15,23,10,II,777,Agriculture,33,0,High,9.6,38.9,99.6,Good,Low
R144,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",855,10,0.41,78,2.9,1,0,Yes,High,High,High,2943,1.5,15,21,11,II,88,Agriculture,19,3,Very High,12.9,13.9,103.8,Poor,Low
R145,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",266,9,0.68,49,6.1,1,1,Yes,Low,High,Low,2679,0.58,20,26,15,III,1365,Agriculture,36,1,High,18.9,52.3,23.6,Excellent,Low
R146,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",703,18,0.86,17,3.2,1,0,Yes,Medium,Low,Low,1279,0.38,26,33,21,III,242,Mixed,11,0,Very High,18.8,54.8,97.8,Excellent,Low
R147,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",417,10,0.25,54,4.3,1,0,Yes,Medium,Medium,Medium,708,1.01,15,20,11,II,1350,Urban,9,3,Low,0.3,49.2,63,Poor,Low
R148,Madhya Pradesh,Satpura Range,Narmada,Pachmarhi Wildlife Sanctuary,Biosphere Reserve,"Teak, Sal","Gaur, Leopard","Manganese, Copper",706,22,0.54,77,3.7,1,1,No,Very High,Medium,Medium,1446,1.47,16,23,10,V,365,Agriculture,60,2,Medium,7,41.4,41.4,Moderate,Low
R149,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",663,5,0.65,38,3.2,1,0,Yes,High,Low,Medium,1129,0.99,33,42,26,III,419,Forest,11,0,Low,7.5,15.5,45.4,Moderate,None
R150,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",831,21,0.51,70,0.8,1,1,No,Medium,Low,Medium,3424,1.02,35,41,30,II,506,Forest,61,1,High,16.4,4,139.6,Poor,Medium
R151,Madhya Pradesh,Satpura Range,Narmada,Pachmarhi Wildlife Sanctuary,Biosphere Reserve,"Teak, Sal","Gaur, Leopard","Manganese, Copper",760,29,0.51,49,0.5,1,0,Yes,Very High,Low,Medium,2643,0.88,27,34,20,II,745,Mixed,10,0,Medium,17.8,25.1,19.1,Poor,High
R152,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",818,20,0.41,55,2.9,1,1,No,Medium,Medium,Medium,1189,0.29,30,33,27,V,1145,Agriculture,39,4,Low,5.5,18.9,130,Excellent,Low
R153,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",754,7,0.71,85,6,1,1,Yes,Medium,High,Medium,3490,0.25,34,44,29,II,247,Agriculture,34,1,Medium,9.8,31.1,60.6,Moderate,None
R154,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",369,6,0.83,46,2.4,1,0,Yes,Very High,High,High,2962,1,18,25,12,II,460,Agriculture,6,3,Low,7.6,47.2,102.2,Moderate,None
R155,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",149,14,0.28,41,4.9,1,0,Yes,Very High,Low,High,3298,1.03,35,44,31,III,828,Forest,9,1,Very High,19.4,44,10.6,Good,Low
R156,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",758,21,0.56,17,1.3,1,1,Yes,Low,Medium,High,2215,1.19,26,34,23,IV,1234,Mixed,66,0,Medium,5.3,7.8,26.8,Good,Medium
R157,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",540,25,0.63,72,3.1,1,1,No,Very High,Medium,Medium,1113,0.22,28,32,25,II,390,Forest,48,1,Medium,3.1,21.2,82,Moderate,Medium
R158,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",210,6,0.67,81,3.4,1,1,Yes,Medium,High,Medium,1323,0.46,20,24,16,IV,1339,Forest,52,0,High,11.6,48.1,77.8,Good,Low
R159,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",766,16,0.7,42,4.2,1,1,Yes,Low,Low,Medium,3395,1.26,15,23,9,IV,815,Mixed,31,0,Low,6.6,36.1,35.8,Excellent,High
R160,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",508,10,0.61,75,4.8,1,1,Yes,Medium,Low,Low,760,0.3,31,34,26,V,145,Forest,34,0,Medium,6.5,12.2,67.6,Moderate,Medium
R161,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",511,26,0.56,76,5.5,1,1,No,Low,Medium,Low,1244,0.79,33,40,30,II,661,Urban,65,0,Very High,16,15.9,147.1,Excellent,None
R162,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",412,8,0.28,22,4.9,1,0,Yes,Very High,High,High,864,0.46,23,32,15,IV,1040,Agriculture,7,0,Medium,7.6,25.7,75.3,Moderate,Low
R163,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",184,5,0.48,33,2.3,1,1,Yes,Medium,Low,Low,979,1.34,15,20,10,II,416,Agriculture,70,1,Medium,7.5,35.2,120.1,Good,Low
R164,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",855,4,0.58,73,1,1,1,Yes,Low,High,Low,544,0.68,35,41,28,V,920,Urban,38,0,Low,14.7,33.6,80.7,Good,High
R165,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",155,22,0.55,37,0.6,1,1,Yes,High,High,Medium,2073,1.24,25,33,20,II,551,Mixed,50,0,High,6.9,24.4,21.1,Moderate,None
R166,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",842,22,0.66,71,2,1,0,No,High,Medium,High,1281,0.39,27,33,24,III,560,Forest,6,0,High,11.5,39.4,91.4,Moderate,None
